Unnamed: 0,do,did,is doing,was doing,want to do,wanted to do,can do,could do,It's ok do,It was ok do,please do,I do and...,let's do,shall I do?,order
,はじめない,はじめなかった,はじめていない,はじめていなかった,はじめたくない,はじめたくなかった,はじめられない,はじめられなかった,はじめなくてもいい,はじめなくてもよかった,はじめないで,はじめなくて,,,はじめるな
,はじめます,はじめました,はじめています,はじめていました,はじめたいです,はじめたかったです,はじめられます,はじめられました,はじめてもいいです,はじめてもよかったです,はじめてください,はじめまして,はじめましょう,はじめましょうか？,はじめなさい
,はじめません,はじめませんでした,はじめていません,はじめていませんでした,はじめたくないです,はじめたくなかったです,はじめられません,はじめられませんでした,はじめなくてもいいです,はじめなくてもよかったです,はじめないでください,はじめませんでして,,,はじめてはいけません
finish,おわる,おわった,おわっている,おわっていた,おわりたい,おわりたかった,おわれる,おわれた,おわってもいい,おわってもよかった,おわって,おわって,おわれう,おわれうか？,おわれ
,おわらない,おわらなかった,おわっていない,おわっていなかった,おわりたくない,おわりたくなかった,おわれない,おわれなかった,おわらなくてもいい,おわらなくてもよかった,おわらないで,おわらなくて,,,おわるな
,おわります,おわりました,おわっています,おわっていました,おわりたいです,おわりたかったです,おわれます,おわれました,おわってもいいです,おわってもよかったです,おわってください,おわりまして,おわりましょう,おわりましょうか？,おわりなさい
,おわりません,おわりませんでした,おわっていません,おわっていませんでした,おわりたくないです,おわりたくなかったです,おわれません,おわれませんでした,おわらなくてもいいです,おわらなくてもよかったです,おわらないでください,おわりませんでして,,,おわってはいけません
decide,きめる,きめた,きめている,きめていた,きめたい,きめたかった,きめられる,きめられた,きめてもいい,きめてもよかった,きめて,きめて,きめよう,きめようか？,きめろ
,きめない,きめなかった,きめていない,きめていなかった,きめたくない,きめたくなかった,きめられない,きめられなかった,きめなくてもいい,きめなくてもよかった,きめないで,きめなくて,,,きめるな
,きめます,きめました,きめています,きめていました,きめたいです,きめたかったです,きめられます,きめられました,きめてもいいです,きめてもよかったです,きめてください,きめまして,きめましょう,きめましょうか？,きめなさい
,きめません,きめませんでした,きめていません,きめていませんでした,きめたくないです,きめたくなかったです,きめられません,きめられませんでした,きめなくてもいいです,きめなくてもよかったです,きめないでください,きめませんでして,,,きめてはいけません
be decided,きまる,きまった,きまっている,きまっていた,きまりたい,きまりたかった,きまれる,きまれた,きまってもいい,きまってもよかった,きまって,きまって,きまれう,きまれうか？,きまれ
,きまらない,きまらなかった,きまっていない,きまっていなかった,きまりたくない,きまりたくなかった,きまれない,きまれなかった,きまらなくてもいい,きまらなくてもよかった,きまらないで,きまらなくて,,,きまるな
,きまります,きまりました,きまっています,きまっていました,きまりたいです,きまりたかったです,きまれます,きまれました,きまってもいいです,きまってもよかったです,きまってください,きまりまして,きまりましょう,きまりましょうか？,きまりなさい
,きまりません,きまりませんでした,きまっていません,きまっていませんでした,きまりたくないです,きまりたくなかったです,きまれません,きまれませんでした,きまらなくてもいいです,きまらなくてもよかったです,きまらないでください,きまりませんでして,,,きまってはいけません
continue,つづける,つづけた,つづけている,つづけていた,つづけたい,つづけたかった,つづけられる,つづけられた,つづけてもいい,つづけてもよかった,つづけて,つづけて,つづけよう,つづけようか？,つづけろ
,つづけない,つづけなかった,つづけていない,つづけていなかった,つづけたくない,つづけたくなかった,つづけられない,つづけられなかった,つづけなくてもいい,つづけなくてもよかった,つづけないで,つづけなくて,,,つづけるな
,つづけます,つづけました,つづけています,つづけていました,つづけたいです,つづけたかったです,つづけられます,つづけられました,つづけてもいいです,つづけてもよかったです,つづけてください,つづけまして,つづけましょう,つづけましょうか？,つづけなさい
,つづけません,つづけませんでした,つづけていません,つづけていませんでした,つづけたくないです,つづけたくなかったです,つづけられません,つづけられませんでした,つづけなくてもいいです,つづけなくてもよかったです,つづけないでください,つづけませんでして,,,つづけてはいけません
"stop, quit",やめる,やめた,やめている,やめていた,やめたい,やめたかった,やめられる,やめられた,やめてもいい,やめてもよかった,やめて,やめて,やめよう,やめようか？,やめろ
,やめない,やめなかった,やめていない,やめていなかった,やめたくない,やめたくなかった,やめられない,やめられなかった,やめなくてもいい,やめなくてもよかった,やめないで,やめなくて,,,やめるな
,やめます,やめました,やめています,やめていました,やめたいです,やめたかったです,やめられます,やめられました,やめてもいいです,やめてもよかったです,やめてください,やめまして,やめましょう,やめましょうか？,やめなさい
,やめません,やめませんでした,やめていません,やめていませんでした,やめたくないです,やめたくなかったです,やめられません,やめられませんでした,やめなくてもいいです,やめなくてもよかったです,やめないでください,やめませんでして,,,やめてはいけません
remember,おぼえる,おぼえた,おぼえている,おぼえていた,おぼえたい,おぼえたかった,おぼえられる,おぼえられた,おぼえてもいい,おぼえてもよかった,おぼえて,おぼえて,おぼえよう,おぼえようか？,おぼえろ
,おぼえない,おぼえなかった,おぼえていない,おぼえていなかった,おぼえたくない,おぼえたくなかった,おぼえられない,おぼえられなかった,おぼえなくてもいい,おぼえなくてもよかった,おぼえないで,おぼえなくて,,,おぼえるな
,おぼえます,おぼえました,おぼえています,おぼえていました,おぼえたいです,おぼえたかったです,おぼえられます,おぼえられました,おぼえてもいいです,おぼえてもよかったです,おぼえてください,おぼえまして,おぼえましょう,おぼえましょうか？,おぼえなさい
,おぼえません,おぼえませんでした,おぼえていません,おぼえていませんでした,おぼえたくないです,おぼえたくなかったです,おぼえられません,おぼえられませんでした,おぼえなくてもいいです,おぼえなくてもよかったです,おぼえないでください,おぼえませんでして,,,おぼえてはいけません
forget,わすれる,わすれた,わすれている,わすれていた,わすれたい,わすれたかった,わすれられる,わすれられた,わすれてもいい,わすれてもよかった,わすれて,わすれて,わすれよう,わすれようか？,わすれろ
,わすれない,わすれなかった,わすれていない,わすれていなかった,わすれたくない,わすれたくなかった,わすれられない,わすれられなかった,わすれなくてもいい,わすれなくてもよかった,わすれないで,わすれなくて,,,わすれるな
,わすれます,わすれました,わすれています,わすれていました,わすれたいです,わすれたかったです,わすれられます,わすれられました,わすれてもいいです,わすれてもよかったです,わすれてください,わすれまして,わすれましょう,わすれましょうか？,わすれなさい
,わすれません,わすれませんでした,わすれていません,わすれていませんでした,わすれたくないです,わすれたくなかったです,わすれられません,わすれられませんでした,わすれなくてもいいです,わすれなくてもよかったです,わすれないでください,わすれませんでして,,,わすれてはいけません
lose (something),なくす,なくした,なくしている,なくしていた,なくしたい,なくしたかった,なくせる,なくせた,なくしてもいい,なくしてもよかった,なくして,なくして,なくせう,なくせうか？,なくせ
,なくさない,なくさなかった,なくしていない,なくしていなかった,なくしたくない,なくしたくなかった,なくせない,なくせなかった,なくさなくてもいい,なくさなくてもよかった,なくさないで,なくさなくて,,,なくすな
,なくします,なくしました,なくしています,なくしていました,なくしたいです,なくしたかったです,なくせます,なくせました,なくしてもいいです,なくしてもよかったです,なくしてください,なくしまして,なくしましょう,なくしましょうか？,なくしなさい
,なくしません,なくしませんでした,なくしていません,なくしていませんでした,なくしたくないです,なくしたくなかったです,なくせません,なくせませんでした,なくさなくてもいいです,なくさなくてもよかったです,なくさないでください,なくしませんでして,,,なくしてはいけません
lose (a game),まける,まけた,まけている,まけていた,まけたい,まけたかった,まけられる,まけられた,まけてもいい,まけてもよかった,まけて,まけて,まけよう,まけようか？,まけろ
,まけない,まけなかった,まけていない,まけていなかった,まけたくない,まけたくなかった,まけられない,まけられなかった,まけなくてもいい,まけなくてもよかった,まけないで,まけなくて,,,まけるな
,まけます,まけました,まけています,まけていました,まけたいです,まけたかったです,まけられます,まけられました,まけてもいいです,まけてもよかったです,まけてください,まけまして,まけましょう,まけましょうか？,まけなさい
,まけません,まけませんでした,まけていません,まけていませんでした,まけたくないです,まけたくなかったです,まけられません,まけられませんでした,まけなくてもいいです,まけなくてもよかったです,まけないでください,まけませんでして,,,まけてはいけません
win,かつ,かった,かっている,かっていた,かちたい,かちたかった,かてる,かてた,かってもいい,かってもよかった,かって,かって,かてう,かてうか？,かて
,かたない,かたなかった,かっていない,かっていなかった,かちたくない,かちたくなかった,かてない,かてなかった,かたなくてもいい,かたなくてもよかった,かたないで,かたなくて,,,かつな
,かちます,かちました,かっています,かっていました,かちたいです,かちたかったです,かてます,かてました,かってもいいです,かってもよかったです,かってください,かちまして,かちましょう,かちましょうか？,かちなさい
,かちません,かちませんでした,かっていません,かっていませんでした,かちたくないです,かちたくなかったです,かてません,かてませんでした,かたなくてもいいです,かたなくてもよかったです,かたないでください,かちませんでして,,,かってはいけません
help,てつだう,てつだった,てつだっている,てつだっていた,てつだいたい,てつだいたかった,てつだえる,てつだえた,てつだってもいい,てつだってもよかった,てつだって,てつだって,てつだおう,てつだおうか？,てつだえ
,てつだわない,てつだわなかった,てつだっていない,てつだっていなかった,てつだいたくない,てつだいたくなかった,てつだえない,てつだえなかった,てつだわなくてもいい,てつだわなくてもよかった,てつだわないで,てつだわなくて,,,てつだうな
,てつだいます,てつだいました,てつだっています,てつだっていました,てつだいたいです,てつだいたかったです,てつだえます,てつだえました,てつだってもいいです,てつだってもよかったです,てつだってください,てつだいまして,てつだいましょう,てつだいましょうか？,てつだいなさい
,てつだいません,てつだいませんでした,てつだっていません,てつだっていませんでした,てつだいたくないです,てつだいたくなかったです,てつだえません,てつだえませんでした,てつだわなくてもいいです,てつだわなくてもよかったです,てつだわないでください,てつだいませんでして,,,てつだってはいけません
change,かえる,かえた,かえている,かえていた,かえたい,かえたかった,かえられる,かえられた,かえてもいい,かえてもよかった,かえて,かえて,かえよう,かえようか？,かえろ
,かえない,かえなかった,かえていない,かえていなかった,かえたくない,かえたくなかった,かえられない,かえられなかった,かえなくてもいい,かえなくてもよかった,かえないで,かえなくて,,,かえるな
,かえます,かえました,かえています,かえていました,かえたいです,かえたかったです,かえられます,かえられました,かえてもいいです,かえてもよかったです,かえてください,かえまして,かえましょう,かえましょうか？,かえなさい
,かえません,かえませんでした,かえていません,かえていませんでした,かえたくないです,かえたくなかったです,かえられません,かえられませんでした,かえなくてもいいです,かえなくてもよかったです,かえないでください,かえませんでして,,,かえてはいけません
be changed,かわる,かわった,かわっている,かわっていた,かわりたい,かわりたかった,かわれる,かわれた,かわってもいい,かわってもよかった,かわって,かわって,かわれう,かわれうか？,かわれ
,かわらない,かわらなかった,かわっていない,かわっていなかった,かわりたくない,かわりたくなかった,かわれない,かわれなかった,かわらなくてもいい,かわらなくてもよかった,かわらないで,かわらなくて,,,かわるな
,かわります,かわりました,かわっています,かわっていました,かわりたいです,かわりたかったです,かわれます,かわれました,かわってもいいです,かわってもよかったです,かわってください,かわりまして,かわりましょう,かわりましょうか？,かわりなさい
,かわりません,かわりませんでした,かわっていません,かわっていませんでした,かわりたくないです,かわりたくなかったです,かわれません,かわれませんでした,かわらなくてもいいです,かわらなくてもよかったです,かわらないでください,かわりませんでして,,,かわってはいけません
choose,えらぶ,えらんだ,えらんでいる,えらんでいた,えらびたい,えらびたかった,えらべる,えらべた,えらんでもいい,えらんでもよかった,えらんで,えらんで,えらべう,えらべうか？,えらべ
,えらばない,えらばなかった,えらんでいない,えらんでいなかった,えらびたくない,えらびたくなかった,えらべない,えらべなかった,えらばなくてもいい,えらばなくてもよかった,えらばないで,えらばなくて,,,えらぶな
,えらびます,えらびました,えらんでいます,えらんでいました,えらびたいです,えらびたかったです,えらべます,えらべました,えらんでもいいです,えらんでもよかったです,えらんでください,えらびまして,えらびましょう,えらびましょうか？,えらびなさい
,えらびません,えらびませんでした,えらんでいません,えらんでいませんでした,えらびたくないです,えらびたくなかったです,えらべません,えらべませんでした,えらばなくてもいいです,えらばなくてもよかったです,えらばないでください,えらびませんでして,,,えらんではいけません
increase,ふえる,ふえた,ふえている,ふえていた,ふえたい,ふえたかった,ふえられる,ふえられた,ふえてもいい,ふえてもよかった,ふえて,ふえて,ふえよう,ふえようか？,ふえろ
,ふえない,ふえなかった,ふえていない,ふえていなかった,ふえたくない,ふえたくなかった,ふえられない,ふえられなかった,ふえなくてもいい,ふえなくてもよかった,ふえないで,ふえなくて,,,ふえるな
,ふえます,ふえました,ふえています,ふえていました,ふえたいです,ふえたかったです,ふえられます,ふえられました,ふえてもいいです,ふえてもよかったです,ふえてください,ふえまして,ふえましょう,ふえましょうか？,ふえなさい
,ふえません,ふえませんでした,ふえていません,ふえていませんでした,ふえたくないです,ふえたくなかったです,ふえられません,ふえられませんでした,ふえなくてもいいです,ふえなくてもよかったです,ふえないでください,ふえませんでして,,,ふえてはいけません
decrease,へる,へた,へている,へていた,へたい,へたかった,へられる,へられた,へてもいい,へてもよかった,へて,へて,へよう,へようか？,へろ
,へない,へなかった,へていない,へていなかった,へたくない,へたくなかった,へられない,へられなかった,へなくてもいい,へなくてもよかった,へないで,へなくて,,,へるな
,へます,へました,へています,へていました,へたいです,へたかったです,へられます,へられました,へてもいいです,へてもよかったです,へてください,へまして,へましょう,へましょうか？,へなさい
,へません,へませんでした,へていません,へていませんでした,へたくないです,へたくなかったです,へられません,へられませんでした,へなくてもいいです,へなくてもよかったです,へないでください,へませんでして,,,へてはいけません
fall down,たおれる,たおれた,たおれている,たおれていた,たおれたい,たおれたかった,たおれられる,たおれられた,たおれてもいい,たおれてもよかった,たおれて,たおれて,たおれよう,たおれようか？,たおれろ
,たおれない,たおれなかった,たおれていない,たおれていなかった,たおれたくない,たおれたくなかった,たおれられない,たおれられなかった,たおれなくてもいい,たおれなくてもよかった,たおれないで,たおれなくて,,,たおれるな
,たおれます,たおれました,たおれています,たおれていました,たおれたいです,たおれたかったです,たおれられます,たおれられました,たおれてもいいです,たおれてもよかったです,たおれてください,たおれまして,たおれましょう,たおれましょうか？,たおれなさい
,たおれません,たおれませんでした,たおれていません,たおれていませんでした,たおれたくないです,たおれたくなかったです,たおれられません,たおれられませんでした,たおれなくてもいいです,たおれなくてもよかったです,たおれないでください,たおれませんでして,,,たおれてはいけません
break (something),こわす,こわした,こわしている,こわしていた,こわしたい,こわしたかった,こわせる,こわせた,こわしてもいい,こわしてもよかった,こわして,こわして,こわせう,こわせうか？,こわせ
,こわさない,こわさなかった,こわしていない,こわしていなかった,こわしたくない,こわしたくなかった,こわせない,こわせなかった,こわさなくてもいい,こわさなくてもよかった,こわさないで,こわさなくて,,,こわすな
,こわします,こわしました,こわしています,こわしていました,こわしたいです,こわしたかったです,こわせます,こわせました,こわしてもいいです,こわしてもよかったです,こわしてください,こわしまして,こわしましょう,こわしましょうか？,こわしなさい
,こわしません,こわしませんでした,こわしていません,こわしていませんでした,こわしたくないです,こわしたくなかったです,こわせません,こわせませんでした,こわさなくてもいいです,こわさなくてもよかったです,こわさないでください,こわしませんでして,,,こわしてはいけません
be broken,こわれる,こわれた,こわれている,こわれていた,こわれたい,こわれたかった,こわれられる,こわれられた,こわれてもいい,こわれてもよかった,こわれて,こわれて,こわれよう,こわれようか？,こわれろ
,こわれない,こわれなかった,こわれていない,こわれていなかった,こわれたくない,こわれたくなかった,こわれられない,こわれられなかった,こわれなくてもいい,こわれなくてもよかった,こわれないで,こわれなくて,,,こわれるな
,こわれます,こわれました,こわれています,こわれていました,こわれたいです,こわれたかったです,こわれられます,こわれられました,こわれてもいいです,こわれてもよかったです,こわれてください,こわれまして,こわれましょう,こわれましょうか？,こわれなさい
,こわれません,こわれませんでした,こわれていません,こわれていませんでした,こわれたくないです,こわれたくなかったです,こわれられません,こわれられませんでした,こわれなくてもいいです,こわれなくてもよかったです,こわれないでください,こわれませんでして,,,こわれてはいけません
dirty (something),よごす,よごした,よごしている,よごしていた,よごしたい,よごしたかった,よごせる,よごせた,よごしてもいい,よごしてもよかった,よごして,よごして,よごせう,よごせうか？,よごせ
,よごさない,よごさなかった,よごしていない,よごしていなかった,よごしたくない,よごしたくなかった,よごせない,よごせなかった,よごさなくてもいい,よごさなくてもよかった,よごさないで,よごさなくて,,,よごすな
,よごします,よごしました,よごしています,よごしていました,よごしたいです,よごしたかったです,よごせます,よごせました,よごしてもいいです,よごしてもよかったです,よごしてください,よごしまして,よごしましょう,よごしましょうか？,よごしなさい
,よごしません,よごしませんでした,よごしていません,よごしていませんでした,よごしたくないです,よごしたくなかったです,よごせません,よごせませんでした,よごさなくてもいいです,よごさなくてもよかったです,よごさないでください,よごしませんでして,,,よごしてはいけません
become dirty,よごれる,よごれた,よごれている,よごれていた,よごれたい,よごれたかった,よごれられる,よごれられた,よごれてもいい,よごれてもよかった,よごれて,よごれて,よごれよう,よごれようか？,よごれろ
,よごれない,よごれなかった,よごれていない,よごれていなかった,よごれたくない,よごれたくなかった,よごれられない,よごれられなかった,よごれなくてもいい,よごれなくてもよかった,よごれないで,よごれなくて,,,よごれるな
,よごれます,よごれました,よごれています,よごれていました,よごれたいです,よごれたかったです,よごれられます,よごれられました,よごれてもいいです,よごれてもよかったです,よごれてください,よごれまして,よごれましょう,よごれましょうか？,よごれなさい
,よごれません,よごれませんでした,よごれていません,よごれていませんでした,よごれたくないです,よごれたくなかったです,よごれられません,よごれられませんでした,よごれなくてもいいです,よごれなくてもよかったです,よごれないでください,よごれませんでして,,,よごれてはいけません
plan,けいかくする,けいかくした,けいかくしている,けいかくしていた,けいかくしたい,けいかくしたかった,けいかくができる,けいかくができた,けいかくしてもいい,けいかくしてもよかった,けいかくして,けいかくして,けいかくしよう,けいかくしようか？,けいかくしろ
,けいかくしない,けいかくしなかった,けいかくしていない,けいかくしていなかった,けいかくしたくない,けいかくしたくなかった,けいかくができない,けいかくができなかった,けいかくしなくてもいい,けいかくしなくてもよかった,けいかくしないで,けいかくしなくて,,,けいかくするな
,けいかくします,けいかくしました,けいかくしています,けいかくしていました,けいかくしたいです,けいかくしたかったです,けいかくができます,けいかくができました,けいかくしてもいいです,けいかくしてもよかったです,けいかくしてください,けいかくしまして,けいかくしましょう,けいかくしましょうか？,けいかくしなさい
,けいかくしません,けいかくしませんでした,けいかくしていません,けいかくしていませんでした,けいかくしたくないです,けいかくしたくなかったです,けいかくができません,けいかくができませんでした,けいかくしなくてもいいです,けいかくしなくてもよかったです,けいかくしないでください,けいかくしませんでして,,,けいかくしてはいけません
prepare,じゅんびする,じゅんびした,じゅんびしている,じゅんびしていた,じゅんびしたい,じゅんびしたかった,じゅんびができる,じゅんびができた,じゅんびしてもいい,じゅんびしてもよかった,じゅんびして,じゅんびして,じゅんびしよう,じゅんびしようか？,じゅんびしろ
,じゅんびしない,じゅんびしなかった,じゅんびしていない,じゅんびしていなかった,じゅんびしたくない,じゅんびしたくなかった,じゅんびができない,じゅんびができなかった,じゅんびしなくてもいい,じゅんびしなくてもよかった,じゅんびしないで,じゅんびしなくて,,,じゅんびするな
,じゅんびします,じゅんびしました,じゅんびしています,じゅんびしていました,じゅんびしたいです,じゅんびしたかったです,じゅんびができます,じゅんびができました,じゅんびしてもいいです,じゅんびしてもよかったです,じゅんびしてください,じゅんびしまして,じゅんびしましょう,じゅんびしましょうか？,じゅんびしなさい
,じゅんびしません,じゅんびしませんでした,じゅんびしていません,じゅんびしていませんでした,じゅんびしたくないです,じゅんびしたくなかったです,じゅんびができません,じゅんびができませんでした,じゅんびしなくてもいいです,じゅんびしなくてもよかったです,じゅんびしないでください,じゅんびしませんでして,,,じゅんびしてはいけません
explain,せつめいする,せつめいした,せつめいしている,せつめいしていた,せつめいしたい,せつめいしたかった,せつめいができる,せつめいができた,せつめいしてもいい,せつめいしてもよかった,せつめいして,せつめいして,せつめいしよう,せつめいしようか？,せつめいしろ
,せつめいしない,せつめいしなかった,せつめいしていない,せつめいしていなかった,せつめいしたくない,せつめいしたくなかった,せつめいができない,せつめいができなかった,せつめいしなくてもいい,せつめいしなくてもよかった,せつめいしないで,せつめいしなくて,,,せつめいするな
,せつめいします,せつめいしました,せつめいしています,せつめいしていました,せつめいしたいです,せつめいしたかったです,せつめいができます,せつめいができました,せつめいしてもいいです,せつめいしてもよかったです,せつめいしてください,せつめいしまして,せつめいしましょう,せつめいしましょうか？,せつめいしなさい
,せつめいしません,せつめいしませんでした,せつめいしていません,せつめいしていませんでした,せつめいしたくないです,せつめいしたくなかったです,せつめいができません,せつめいができませんでした,せつめいしなくてもいいです,せつめいしなくてもよかったです,せつめいしないでください,せつめいしませんでして,,,せつめいしてはいけません
introduce,しょうかいする,しょうかいした,しょうかいしている,しょうかいしていた,しょうかいしたい,しょうかいしたかった,しょうかいができる,しょうかいができた,しょうかいしてもいい,しょうかいしてもよかった,しょうかいして,しょうかいして,しょうかいしよう,しょうかいしようか？,しょうかいしろ
,しょうかいしない,しょうかいしなかった,しょうかいしていない,しょうかいしていなかった,しょうかいしたくない,しょうかいしたくなかった,しょうかいができない,しょうかいができなかった,しょうかいしなくてもいい,しょうかいしなくてもよかった,しょうかいしないで,しょうかいしなくて,,,しょうかいするな
,しょうかいします,しょうかいしました,しょうかいしています,しょうかいしていました,しょうかいしたいです,しょうかいしたかったです,しょうかいができます,しょうかいができました,しょうかいしてもいいです,しょうかいしてもよかったです,しょうかいしてください,しょうかいしまして,しょうかいしましょう,しょうかいしましょうか？,しょうかいしなさい
,しょうかいしません,しょうかいしませんでした,しょうかいしていません,しょうかいしていませんでした,しょうかいしたくないです,しょうかいしたくなかったです,しょうかいができません,しょうかいができませんでした,しょうかいしなくてもいいです,しょうかいしなくてもよかったです,しょうかいしないでください,しょうかいしませんでして,,,しょうかいしてはいけません
practice,れんしゅうする,れんしゅうした,れんしゅうしている,れんしゅうしていた,れんしゅうしたい,れんしゅうしたかった,れんしゅうができる,れんしゅうができた,れんしゅうしてもいい,れんしゅうしてもよかった,れんしゅうして,れんしゅうして,れんしゅうしよう,れんしゅうしようか？,れんしゅうしろ
,れんしゅうしない,れんしゅうしなかった,れんしゅうしていない,れんしゅうしていなかった,れんしゅうしたくない,れんしゅうしたくなかった,れんしゅうができない,れんしゅうができなかった,れんしゅうしなくてもいい,れんしゅうしなくてもよかった,れんしゅうしないで,れんしゅうしなくて,,,れんしゅうするな
,れんしゅうします,れんしゅうしました,れんしゅうしています,れんしゅうしていました,れんしゅうしたいです,れんしゅうしたかったです,れんしゅうができます,れんしゅうができました,れんしゅうしてもいいです,れんしゅうしてもよかったです,れんしゅうしてください,れんしゅうしまして,れんしゅうしましょう,れんしゅうしましょうか？,れんしゅうしなさい
,れんしゅうしません,れんしゅうしませんでした,れんしゅうしていません,れんしゅうしていませんでした,れんしゅうしたくないです,れんしゅうしたくなかったです,れんしゅうができません,れんしゅうができませんでした,れんしゅうしなくてもいいです,れんしゅうしなくてもよかったです,れんしゅうしないでください,れんしゅうしませんでして,,,れんしゅうしてはいけません
move (house),ひっこす,ひっこした,ひっこしている,ひっこしていた,ひっこしたい,ひっこしたかった,ひっこせる,ひっこせた,ひっこしてもいい,ひっこしてもよかった,ひっこして,ひっこして,ひっこせう,ひっこせうか？,ひっこせ
,ひっこさない,ひっこさなかった,ひっこしていない,ひっこしていなかった,ひっこしたくない,ひっこしたくなかった,ひっこせない,ひっこせなかった,ひっこさなくてもいい,ひっこさなくてもよかった,ひっこさないで,ひっこさなくて,,,ひっこすな
,ひっこします,ひっこしました,ひっこしています,ひっこしていました,ひっこしたいです,ひっこしたかったです,ひっこせます,ひっこせました,ひっこしてもいいです,ひっこしてもよかったです,ひっこしてください,ひっこしまして,ひっこしましょう,ひっこしましょうか？,ひっこしなさい
,ひっこしません,ひっこしませんでした,ひっこしていません,ひっこしていませんでした,ひっこしたくないです,ひっこしたくなかったです,ひっこせません,ひっこせませんでした,ひっこさなくてもいいです,ひっこさなくてもよかったです,ひっこさないでください,ひっこしませんでして,,,ひっこしてはいけません
gather (something),あつめる,あつめた,あつめている,あつめていた,あつめたい,あつめたかった,あつめられる,あつめられた,あつめてもいい,あつめてもよかった,あつめて,あつめて,あつめよう,あつめようか？,あつめろ
,あつめない,あつめなかった,あつめていない,あつめていなかった,あつめたくない,あつめたくなかった,あつめられない,あつめられなかった,あつめなくてもいい,あつめなくてもよかった,あつめないで,あつめなくて,,,あつめるな
,あつめます,あつめました,あつめています,あつめていました,あつめたいです,あつめたかったです,あつめられます,あつめられました,あつめてもいいです,あつめてもよかったです,あつめてください,あつめまして,あつめましょう,あつめましょうか？,あつめなさい
,あつめません,あつめませんでした,あつめていません,あつめていませんでした,あつめたくないです,あつめたくなかったです,あつめられません,あつめられませんでした,あつめなくてもいいです,あつめなくてもよかったです,あつめないでください,あつめませんでして,,,あつめてはいけません
gather (people),あつまる,あつまった,あつまっている,あつまっていた,あつまりたい,あつまりたかった,あつまれる,あつまれた,あつまってもいい,あつまってもよかった,あつまって,あつまって,あつまれう,あつまれうか？,あつまれ
,あつまらない,あつまらなかった,あつまっていない,あつまっていなかった,あつまりたくない,あつまりたくなかった,あつまれない,あつまれなかった,あつまらなくてもいい,あつまらなくてもよかった,あつまらないで,あつまらなくて,,,あつまるな
,あつまります,あつまりました,あつまっています,あつまっていました,あつまりたいです,あつまりたかったです,あつまれます,あつまれました,あつまってもいいです,あつまってもよかったです,あつまってください,あつまりまして,あつまりましょう,あつまりましょうか？,あつまりなさい
,あつまりません,あつまりませんでした,あつまっていません,あつまっていませんでした,あつまりたくないです,あつまりたくなかったです,あつまれません,あつまれませんでした,あつまらなくてもいいです,あつまらなくてもよかったです,あつまらないでください,あつまりませんでして,,,あつまってはいけません
save money,ためる,ためた,ためている,ためていた,ためたい,ためたかった,ためられる,ためられた,ためてもいい,ためてもよかった,ためて,ためて,ためよう,ためようか？,ためろ
,ためない,ためなかった,ためていない,ためていなかった,ためたくない,ためたくなかった,ためられない,ためられなかった,ためなくてもいい,ためなくてもよかった,ためないで,ためなくて,,,ためるな
,ためます,ためました,ためています,ためていました,ためたいです,ためたかったです,ためられます,ためられました,ためてもいいです,ためてもよかったです,ためてください,ためまして,ためましょう,ためましょうか？,ためなさい
,ためません,ためませんでした,ためていません,ためていませんでした,ためたくないです,ためたくなかったです,ためられません,ためられませんでした,ためなくてもいいです,ためなくてもよかったです,ためないでください,ためませんでして,,,ためてはいけません
spend money,つかう,つかった,つかっている,つかっていた,つかいたい,つかいたかった,つかえる,つかえた,つかってもいい,つかってもよかった,つかって,つかって,つかおう,つかおうか？,つかえ
,つかわない,つかわなかった,つかっていない,つかっていなかった,つかいたくない,つかいたくなかった,つかえない,つかえなかった,つかわなくてもいい,つかわなくてもよかった,つかわないで,つかわなくて,,,つかうな
,つかいます,つかいました,つかっています,つかっていました,つかいたいです,つかいたかったです,つかえます,つかえました,つかってもいいです,つかってもよかったです,つかってください,つかいまして,つかいましょう,つかいましょうか？,つかいなさい
,つかいません,つかいませんでした,つかっていません,つかっていませんでした,つかいたくないです,つかいたくなかったです,つかえません,つかえませんでした,つかわなくてもいいです,つかわなくてもよかったです,つかわないでください,つかいませんでして,,,つかってはいけません
worry,しんぱいする,しんぱいした,しんぱいしている,しんぱいしていた,しんぱいしたい,しんぱいしたかった,しんぱいができる,しんぱいができた,しんぱいしてもいい,しんぱいしてもよかった,しんぱいして,しんぱいして,しんぱいしよう,しんぱいしようか？,しんぱいしろ
,しんぱいしない,しんぱいしなかった,しんぱいしていない,しんぱいしていなかった,しんぱいしたくない,しんぱいしたくなかった,しんぱいができない,しんぱいができなかった,しんぱいしなくてもいい,しんぱいしなくてもよかった,しんぱいしないで,しんぱいしなくて,,,しんぱいするな
,しんぱいします,しんぱいしました,しんぱいしています,しんぱいしていました,しんぱいしたいです,しんぱいしたかったです,しんぱいができます,しんぱいができました,しんぱいしてもいいです,しんぱいしてもよかったです,しんぱいしてください,しんぱいしまして,しんぱいしましょう,しんぱいしましょうか？,しんぱいしなさい
,しんぱいしません,しんぱいしませんでした,しんぱいしていません,しんぱいしていませんでした,しんぱいしたくないです,しんぱいしたくなかったです,しんぱいができません,しんぱいができませんでした,しんぱいしなくてもいいです,しんぱいしなくてもよかったです,しんぱいしないでください,しんぱいしませんでして,,,しんぱいしてはいけません
